id,date,amount
INC366,2018-12-13,500
7Y64hsGAGAUv,2018-10-03,500
INC358,2018-12-18,500
INC117,2018-10-01,250
INC23,2018-08-27,500
rc1cLeRJZSV6,2018-12-31,500
bVuRcVMCZl52,2018-12-26,200
INC42,2018-09-05,500
hjeplSACRzUi,2018-12-15,500
TeTVeKnUkHfM,2018-08-24,100
INC102,2018-10-05,500
INC14,2018-08-22,500
jjwErM21FtDi,2018-12-05,250
INC394,2018-12-12,500
qkphCImkXq1P,2018-10-03,500
jZhPiQ8gvxZw,2018-12-27,500
Z24mdWtD1cEg,2018-09-12,200
INC390,2018-12-07,225
ByFW9ZgYd8XJ,2018-10-24,250
INC400,2018-11-29,100
SeFlWvVLCSF6,2018-12-31,100
sMr5mqxl3Ckx,2018-12-31,50
INC1,2018-08-09,500
MdiQ6zi8HD7L,2018-09-28,500
nfithK437pKU,2018-08-17,500
meTpcpDTNRzy,2018-10-29,500
INC13,2018-08-22,100
t3smjpbyNzWt,2018-10-02,500
INC97,2018-10-04,100
INC425,2018-12-11,500
7JdmFG9rCUDy,2018-08-23,100
yDbcTEjS31eG,2018-12-31,500
IJhjBZG9KAwi,2018-12-12,400
5ya9pKwzUEFN,2018-12-20,500
INC278,2018-11-28,250
ESAZW385OW5J,2018-10-17,250
INC352,2018-12-06,500
uVgq6a8NBjh1,2018-12-29,500
Ylpd1wBWtGfo,2018-12-29,100
ihQwWFN5nDqb,2018-10-26,250
w7pZR8p1lTe1,2018-12-27,500
INC112,2018-10-01,250
INC12,2018-08-22,100
NlRdUhGSXz5E,2018-11-27,150
ZfQj7aLgpH2v,2018-10-14,200
pcESb1P4Tj6Q,2018-09-08,300
E7foNtfKhIiu,2018-12-09,100
INC309,2018-11-30,250
o4K1SsOOqnCY,2018-09-09,100
NWhAMSuYyj2B,2018-12-09,500
gfvSHdwJnOhP,2018-10-03,500
RCWR8XiKGfOB,2018-12-29,100
EEeGC5FUtdMz,2018-12-27,100
QEdGV2IaSG3a,2018-10-19,75
INC224,2018-11-14,500
BnD26j3sGkV7,2018-11-16,500
INC187,2018-11-01,100
INC426,2018-12-14,500
INC407,2018-12-27,500
INC197,2018-11-06,500
INC172,2018-10-25,500
INC301,2018-11-30,500
qGyYhIOni1yr,2018-12-08,300
INC179,2018-10-22,500
INC254,2018-11-16,100
INC222,2018-11-13,250
INC370,2018-12-13,500
INC328,2018-12-06,100
INC20,2018-08-24,250
INC200,2018-11-09,250
umG7wmTLUloW,2018-08-30,500
Ol76I5NSN3NX,2018-12-31,100
9GSdj69xOeek,2018-10-17,100
znhdAWRfkDjq,2018-12-27,100
INC491,2018-12-27,500
INC444,2018-12-23,500
wygYukEcI57q,2018-10-02,250
INC304,2018-11-30,500
INC303,2018-11-30,500
INC420,2018-12-18,500
INC282,2018-11-30,250
INC449,2018-12-19,500
INC443,2018-12-07,500
ckQz6uCbVVda,2018-09-17,500
INC188,2018-11-02,250
INC225,2018-11-14,100
INC440,2018-12-20,500
INC228,2018-11-14,100
A6tf5fUgVnCY,2018-09-12,250
INC310,2018-11-30,250
INC230,2018-11-15,100
IYjJcZkr2pId,2018-11-12,250
INC86,2018-09-29,100
nLhqdbaafMMQ,2018-12-19,50
SnUh3aCNOx6D,2018-12-29,100
Kic1IH4O43fx,2018-11-29,150
INC263,2018-11-16,200
INC387,2018-12-07,100
INC218,2018-11-12,250
INC421,2018-12-18,500
Hfl6SIwcnW8X,2018-12-14,500
uZ4eJu3ZFY4i,2018-08-24,500
INC83,2018-09-28,100
INC368,2018-12-13,500
jMMPbzgXh6nj,2018-11-30,500
LDmhk2LgvdYu,2018-09-14,100
INC447,2018-12-20,500
9XZkElp3HN9d,2018-12-19,500
nueIbJoVyDKb,2018-11-28,100
INC77,2018-09-28,250
77BNGMoEylYd,2018-09-11,500
wj6ylsCxr5Fh,2018-12-03,500
gh4e4xr3hmb1,2018-10-20,100
INC271,2018-11-26,500
1b9dLkGAdgeq,2018-12-31,100
INC434,2018-12-01,500
NoaqotcjHhjs,2018-12-31,100
INC319,2018-11-30,500
ixBwl2fuRnHN,2018-10-30,500
nxWenUyu91Pf,2018-09-13,500
MTKM6TctkinA,2018-10-02,500
INC53,2018-09-19,250
Ty6nfZg8GDAL,2018-12-02,500
INC223,2018-11-14,100
CYcsk1ZY8pce,2018-09-09,500
INC372,2018-12-13,500
ERfzFns9heKC,2018-11-29,500
DNOVoPZYOIPs,2018-12-23,500
INC49,2018-09-15,250
3P2hqeLtGq3F,2018-12-14,250
8oUkyZf2BXwQ,2018-11-17,500
jO9gUf5ycaev,2018-08-17,500
INC76,2018-09-27,500
H2NDhw5Ji6Bg,2018-08-29,100
INC111,2018-10-01,100
2yZU2cWffPtl,2018-09-11,500
nLXbysbk4Vvb,2018-08-31,500
4kDC9jhnGfkd,2018-10-14,100
vmzJvfwp3jjV,2018-12-26,500
INC364,2018-12-21,500
Kp2QBTpb9trV,2018-09-09,500
TbG9iWAZBl5D,2018-12-15,100
WPvGwr95kOsw,2018-12-20,500
luthTSjtBMko,2018-09-18,250
IndkQewzEXYf,2018-11-28,500
xw2GLtlOdG63,2018-12-30,500
INC121,2018-10-01,100
INC391,2018-12-07,300
INC106,2018-10-07,100
Ind3v4Ae1q5R,2018-12-12,250
INC279,2018-11-29,500
kqJVGkcvlzfj,2018-11-25,300
INC118,2018-10-01,250
XpZh2GrqCl23,2018-11-11,500
mF7T49gWkceX,2018-12-29,500
HZwfJreAfslc,2018-12-30,200
INC410,2018-12-27,500
wgvtglMFpuy8,2018-09-17,100
TTuxRumpROUV,2018-09-19,75
skiBOr5Rp5zB,2018-10-06,100
INC345,2018-12-12,100
kB8ikMY9qIo2,2018-12-31,250
INC6,2018-08-22,25
lhfMLeuXoz5k,2018-10-11,500
jAhwTPfWU3Cr,2018-11-15,100
INC251,2018-11-25,250
eklVAiLRPJFW,2018-09-12,200
W62LIrsuDfbX,2018-12-27,250
INC105,2018-10-07,100
UhkblClOQNVJ,2018-11-26,250
INC413,2018-12-27,100
INC252,2018-11-16,100
INC435,2018-11-29,500
INC257,2018-11-15,500
oxHEtTqIJLaa,2018-12-09,250
INC255,2018-11-16,100
INC306,2018-11-30,50
oma68aTDIVtI,2018-09-03,500
INC419,2018-12-17,500
cILLuLkhuuqp,2018-12-28,100
59rb4lCmCfPX,2018-12-31,500
ncF8BBdzcx3f,2018-09-19,250
INC277,2018-11-28,500
veB6oIFJO1pC,2018-08-20,500
dyqcVHqWXLjG,2018-12-28,250
CptETcahcHfR,2018-12-31,100
GHxhktaNWloY,2018-10-27,100
INC116,2018-10-01,100
X7QEX92tNVxe,2018-09-01,100
a7jntfMak1vB,2018-11-29,100
INC327,2018-12-05,500
INC193,2018-11-02,100
rqdzCP4ToJHu,2018-12-16,200
INC417,2018-12-30,500
INC98,2018-10-04,500
GVPaWs5c3eCG,2018-09-05,500
v8TgWpi5QuWe,2018-12-31,100
eO3jNlXjMxi9,2018-12-31,500
kLKw6cCKXGCm,2018-12-12,500
INC339,2018-12-10,500
CnV4r6chMdk9,2018-12-21,250
INC445,2018-12-20,500
INC349,2018-12-05,500
INC429,2018-12-05,500
INC348,2018-12-04,500
INC204,2018-11-09,200
rpcLqEYHFqEq,2018-09-07,100
sMXx8lvVGxm8,2018-11-26,250
ztUpQbpvQcGv,2018-11-16,200
INC258,2018-11-15,100
INC346,2018-12-12,500
INC55,2018-09-20,250
INC253,2018-11-16,500
INC369,2018-12-13,500
INC90,2018-10-03,500
INC422,2018-12-14,500
INC386,2018-12-07,250
INC78,2018-09-28,100
INC377,2018-12-20,500
DBI2S7k6sugF,2018-12-19,500
RUpqBx1OMinx,2018-12-07,100
INC196,2018-11-06,500
bchJXxjkrzqW,2018-11-22,100
vasWTj274YsD,2018-10-18,500
2BqVnr6P8tVp,2018-08-23,500
vVnfjsJIBTT2,2018-12-07,100
xitYEdEOGoWs,2018-08-21,475
YtgCGhxr3jIK,2018-12-23,500
INC166,2018-10-15,500
n3qKvjxoHvue,2018-09-28,250
5deEp799gCVz,2018-12-22,400
INC360,2018-12-19,100
INC47,2018-09-11,100
L11ptegZ9PiK,2018-08-31,500
P11rLbDmmbS2,2018-12-12,250
eIuFIlEFkTrl,2018-12-27,250
INC340,2018-12-12,500
INC260,2018-11-16,50
INC442,2018-11-30,500
49fFvMhQV1jW,2018-08-22,100
etADf2zAUDt9,2018-12-27,100
EkU2Ovmxv2j2,2018-09-28,250
INC395,2018-11-28,500
EenwmBxNPPxf,2018-11-24,100
INC388,2018-12-07,200
INC428,2018-12-05,500
INC232,2018-11-16,100
sFBHKVLNRkb2,2018-12-30,500
INC404,2018-12-27,500
INC354,2018-12-05,500
bFcV95rxekcc,2018-12-26,500
INC199,2018-11-09,100
AmdpjLPw9llT,2018-12-27,500
aivToJJLoxWC,2018-11-18,500
INC162,2018-10-11,100
INC104,2018-10-06,500
GhOKbUF7GgMz,2018-10-01,250
pMWmf1EEKTm9,2018-12-27,250
INC54,2018-09-19,250
S4aOnZvqverC,2018-12-27,100
INC22,2018-08-25,100
INC18,2018-08-23,250
INC329,2018-12-06,500
5S8Pond1BgDI,2018-11-29,100
wUdMYepLb8rn,2018-09-15,500
INC108,2018-10-08,500
INC57,2018-09-21,500
INC227,2018-11-14,250
INC284,2018-11-30,250
XsHqFikAobZo,2018-11-11,100
INC259,2018-11-15,250
INC58,2018-09-21,500
gKVZieYYf1Vl,2018-12-31,250
ojNbsTR6A4Bz,2018-12-03,500
INC11,2018-08-22,500
eNmHQ4GZPYxZ,2018-12-05,100
INC69,2018-09-25,100
g6Jl4Qo6LAFZ,2018-12-23,100
8wmMNANrJtaO,2018-10-25,500
INC229,2018-11-14,100
INC424,2018-12-19,500
INC446,2018-12-22,500
dpRTbnGmvxc6,2018-08-24,500
fEaO9foHiLcr,2018-12-10,500
CGQ6gxM48ENf,2018-09-05,500
INC423,2018-12-19,500
INC431,2018-12-28,500
INC311,2018-11-30,500
xAP7cUHq3ODm,2018-11-01,250
INC92,2018-10-03,100
Y7hT5rZSiNdP,2018-09-12,500
OtyANIk64bpZ,2018-12-24,500
INC433,2018-12-21,500
6bbcZpN19MDK,2018-12-02,250
INC371,2018-12-13,500
INC280,2018-11-29,100
INC186,2018-10-31,100
INC183,2018-10-30,100
pI7MXj5OdoGP,2018-12-27,500
mGlCD1JYK7DD,2018-12-07,100
ScMHXeOMpZqJ,2018-12-23,500
QJYQG1yFgPYn,2018-08-23,500
INC233,2018-11-16,250
HCBWiASlLQuY,2018-12-16,100
9fHq2lbczDGs,2018-12-30,100
Rc3KKgqObemT,2018-08-29,250
pwF6PPyVLifM,2018-11-21,400
INC45,2018-09-06,500
8Bkhj4Xa8rYz,2018-08-28,50
5fetOqrhDGLk,2018-11-28,499
9lk25WpqL5Sg,2018-08-18,500
INC408,2018-12-27,500
eaDn6jj265Oy,2018-09-09,500
INC285,2018-11-30,100
HeDiiNqe8Xab,2018-12-30,500
ZVG2TerwVk4n,2018-12-28,400
INC177,2018-10-22,100
INC164,2018-10-02,-500
EFF9ldsl158G,2018-11-28,250
2VpoJugDcdY3,2018-10-18,500
INC207,2018-11-11,100
INC119,2018-10-01,300
INC351,2018-12-05,500
cOiL1FFODMdx,2018-08-24,250
fEFOnQkxxDEk,2018-12-30,500
3gliJYbDU2mD,2018-11-07,100
Iei4BfcuBMbi,2018-12-03,100
dcifUIxgiT3p,2018-10-16,250
EoBdkuvesUEM,2018-12-13,500
ThLTudW6akWr,2018-09-11,500
2PSscG6JNEjc,2018-12-31,50
bYDgxmmwRhP3,2018-11-19,75
INC286,2018-12-02,500
INC167,2018-10-19,250
INC276,2018-11-28,100
INC315,2018-11-30,500
INC100,2018-10-04,250
INC33,2018-08-30,500
Y7Z8hthwETam,2018-10-19,140
INC109,2018-09-28,100
IJDkD9c9sJxF,2018-10-17,250
W9Co1aqzDjYE,2018-10-25,500
Spgjz8m6L8Kz,2018-12-19,100
INC194,2018-11-03,100
gk9DkgcuaCxo,2018-12-16,100
jZrwCT9oH1tP,2018-12-31,250
INC337,2018-12-10,500
frT6VLoRAoip,2018-12-12,100
JTRqtyyCByWf,2018-11-23,250
INC350,2018-12-06,500
rn5hjuyA8Nyb,2018-12-31,100
e5GZaXeW6grE,2018-11-21,500
fCJh1E7cicnj,2018-12-12,100
a4r581IPakTT,2018-12-30,250
kICktAFKRRif,2018-09-02,500
nhHOURBzE4og,2018-12-30,500
INC411,2018-12-27,200
INC341,2018-12-12,100
INC356,2018-12-06,500
ghLXeSbpzGxi,2018-08-31,250
INC418,2018-12-31,100
INC318,2018-11-30,500
tae9Bcmrs475,2018-11-02,100
bEedEOeqPTTx,2018-12-31,-100
INC213,2018-11-13,-100
INC365,2018-12-22,110
lyjOU9xLewcZ,2018-08-22,100
Cm7xFIh5sU4x,2018-11-30,200
2aKWM2NbWNHb,2018-10-10,200
LxpFYh7evLEx,2018-10-11,50
ejZ9uDQSACcs,2018-11-10,100
INC205,2018-11-09,50
INC267,2018-11-16,100
atPy9umLkunf,2018-10-02,500
INC451,2018-12-18,500
INC192,2018-11-02,250
EpLGKwirNfkE,2018-11-16,100
INC314,2018-11-30,500
3cDEJGREhtnv,2018-12-30,100
INC88,2018-10-02,100
INC302,2018-11-30,250
INC95,2018-10-04,100
bHZnEKDpq9xB,2018-12-28,100
GQSNbj8ofIec,2018-12-31,100
INC367,2018-12-13,500
3sr1USkjlljX,2018-09-29,50
12XsGVomJKjx,2018-12-30,100
INC375,2018-12-20,500
HPxPwWcPgqod,2018-12-31,100
INC234,2018-11-17,250
rlXYGfj8UehZ,2018-12-30,100
WZY1dzGOIokt,2018-11-14,500
INC70,2018-09-26,250
INC273,2018-11-28,250
It93vBcikuIV,2018-11-15,100
INC34,2018-08-31,250
FPCy2ipdmTg8,2018-12-30,100
INC344,2018-12-12,500
INC320,2018-12-03,100
OLjkhKFBcb1c,2018-10-14,200
INC326,2018-12-04,500
fWLdqXHxrKpm,2018-11-10,100
LgfW1QwGZDdi,2018-12-28,200
w7344mJ8Vsra,2018-12-20,500
JFXIdGTZZupe,2018-09-11,500
JIh8gi9DPuPG,2018-09-10,500
INC281,2018-11-30,500
XRw3GoQBlAEz,2018-12-30,100
s3xFnBsXLXES,2018-12-18,500
swzTaE4ia6Jn,2018-09-05,500
INC115,2018-10-01,100
mpEFU1OvVSgd,2018-10-08,500
INC61,2018-09-23,100
INC19,2018-08-24,100
pk4wyd78cQFC,2018-12-31,500
59wnCcrdft8L,2018-12-12,100
INC67,2018-09-25,100
fafrZhI83mGG,2018-09-22,500
plWjInoG1sFD,2018-12-04,50
INC399,2018-12-14,350
2nIgKhheT9Ja,2018-12-02,100
INC268,2018-11-16,150
INC416,2018-12-30,100
INC355,2018-12-05,500
ixUsav7DLJpJ,2018-10-25,500
INC439,2018-12-20,500
xf3DPEHggapz,2018-12-30,500
INC378,2018-12-20,500
INC414,2018-12-27,250
INC60,2018-09-22,100
WNFIoy55jCpz,2018-09-05,500
XoSuWGctoCJL,2018-09-14,250
INC206,2018-11-10,150
yUO4gEFlT8RF,2018-12-31,500
I2NX5JXTrf8y,2018-09-05,250
INC122,2018-10-01,120
INC438,2018-12-22,500
Gwn3isyqYTvd,2018-08-07,200
RaiZNxiwXAKb,2018-12-14,500
INC298,2018-11-30,500
YDhdHv19kM3j,2018-12-31,250
g3N9lWrqeUgg,2018-12-19,100
cya1ap3QlIQb,2018-12-31,250
INC385,2018-12-13,500
INC343,2018-12-12,250
INC432,2018-12-23,500
hxEH8awA4vd7,2018-11-25,199
9rFNrYkXw1ix,2018-12-27,100
Hl9gCA8ZyJok,2018-12-07,100
INC305,2018-11-30,500
4QRKFEcCR6vf,2018-12-18,500
1ztgF4pJhJFQ,2018-11-11,500
INC347,2018-12-12,500
z5J8zr7RDX9X,2018-12-31,100
eRg2FeIlYAMP,2018-12-27,400
INC338,2018-12-10,100
ODc9A4Wme6lW,2018-08-25,100
INC120,2018-10-01,25
9wYnpjiKyic8,2018-11-10,500
1nYrLwcBvnUo,2018-11-25,250
mtbYuhCkWO9r,2018-12-30,200
INC17,2018-08-22,500
INC437,2018-11-29,500
EcUcZ4iDBOH4,2018-08-23,500
9aXNOB3XHAug,2018-08-17,500
I4sw2Mpw7AHE,2018-12-27,200
INC21,2018-08-25,100
ibnuT1b782nE,2018-12-23,200
2XP8NwubhC6V,2018-12-22,500
3I2YTCCGBRfH,2018-09-15,500
INC321,2018-12-03,200
INC73,2018-09-27,100
NVEeTilkv8cz,2018-12-18,250
VQFXNMrSEDFR,2018-11-14,500
INC68,2018-09-25,200
oApiP97vvByp,2018-09-01,500
INC283,2018-11-30,100
3fhmkKQiCHh4,2018-11-17,100
INC308,2018-11-30,500
INC191,2018-11-02,25
INC190,2018-11-02,100
INC66,2018-09-25,100
INC312,2018-11-30,500
hoZmb6oklVap,2018-09-28,100
hnz9VNqYAB9T,2018-12-31,350
j4sLMJQjLpv8,2018-10-26,500
INC99,2018-10-04,473.27
EvNULUeLeXji,2018-08-22,500
B6btnoghOkE3,2018-10-10,500
XS2kfr4lgJ1Y,2018-09-18,500
3RtGHYuvX3na,2018-12-19,75
pP1kenJAbiHA,2018-12-31,100
aGwEDnzW2w1F,2018-12-12,200
INC436,2018-12-18,500
INC101,2018-10-05,250
INC441,2018-11-30,500
lR4n1tKHGT1H,2018-11-24,500
MVAR1a2IRwj4,2018-10-23,500
5bJONewLrKRC,2018-12-31,100
bChawoVfUulI,2018-10-07,100
Nop1cG2QXbxa,2018-10-18,250
nqGOdjAoN6ad,2018-10-08,200
INC85,2018-09-28,100
1tgHjS5mRcE8,2018-11-24,100
Aa8jJ943KxvM,2018-08-31,100
Hv44jdznkVPO,2018-09-11,100
tPxatgCvLlzC,2018-10-01,500
jH4mStfgkvA5,2018-10-21,500
gRovfPw4Hco9,2018-12-02,250
INC374,2018-12-20,500
INC56,2018-09-21,250
INC72,2018-09-27,100
yKjjuXiXBYMx,2018-12-03,500
tlLCgfMNSJCf,2018-11-25,100
yixpuxNQQfyQ,2018-09-03,100
INC195,2018-11-03,100
NAwwHP5YygPE,2018-12-31,250
bLWreMjkj3El,2018-12-16,100
n9fMSPeYYW3W,2018-12-31,500
INC89,2018-10-03,250
wNc6ljVOqRu6,2018-12-30,500
INC959,2019-04-17,500
EttWnDnFbbU4,2019-05-20,500
INC797,2019-04-09,500
INC522,2019-01-23,100
INC592,2019-03-02,100
INC552,2019-02-18,250
6aHhHFa7EkMr,2019-06-30,100
INC542,2019-02-13,500
wB4khKGHIJtM,2019-02-06,200
ntEwhsJWE2tL,2019-06-26,100
6mCXCuaKT5Fb,2019-06-28,250
INC1224,2019-06-14,100
SuqLwDVoNau6,2019-06-29,300
INC788,2019-04-10,250
4lnsOmeYfxVE,2019-04-22,500
5kxHYKMQvoDw,2019-06-06,25
INC806,2019-03-20,250
A3JM1X42vK2N,2019-05-20,250
GUybRp7i3ryb,2019-06-01,50
INC705,2019-03-14,250
INC1339,2019-06-26,400
INC533,2019-01-23,500
PhtVkmXcgw6g,2019-06-21,100
INC706,2019-03-06,500
hOIgVfzehf4y,2019-05-22,100
INC971,2019-04-25,50
INC673,2019-03-13,100
INC1317,2019-06-30,250
INC1017,2019-05-06,100
kfwjRdMJETiu,2019-06-17,100
INC650,2019-03-06,500
INC640,2019-03-06,100
INC976,2019-04-25,250
7ja6o5TBtVR8,2019-06-06,100
INC526,2019-01-23,500
Ko1M8HElWaDS,2019-06-27,100
i9s79hBHeHJ9,2019-04-26,500
QHFAikLAOtp6,2019-06-30,100
INC1084,2019-05-08,100
Tf2nOGvmoKZ7,2019-04-16,200
j3AebLi2AM7W,2019-06-17,250
MF8HEYsZK3w8,2019-06-21,50
crfr4OWrtoRf,2019-06-30,100
INC708,2019-03-02,100
INC694,2019-03-02,250
INC1154,2019-04-17,500
bmBK4GNApzeK,2019-04-16,50
INC1078,2019-05-18,100
AwCcyzBfv8LM,2019-06-30,500
INC1025,2019-05-10,100
uV71WbPIWwFi,2019-06-12,250
INC1150,2019-05-23,100
iHFv6d3smMbE,2019-05-17,50
INC740,2019-03-13,500
PfX77SuIXfSZ,2019-02-01,200
zMVEOYDTUjHW,2019-06-28,500
INC1033,2019-05-08,100
TRhzH4Jj1yQj,2019-06-29,500
GMjc5eZrUiuJ,2019-06-29,300
INC1092,2019-05-08,100
psHCFtMr9NUq,2019-06-22,100
INC734,2019-03-14,250
INC994,2019-04-30,500
IwLiY7oX7WwR,2019-04-05,100
7zgbjwa5vARe,2019-04-15,200
INC1079,2019-05-14,500
4kO6acK8p53t,2019-06-06,500
pPbvctXBsMFP,2019-05-08,100
j2bH3FcWwDw2,2019-06-02,300
HDliAyfwKWKA,2019-05-09,100
INC995,2019-05-05,100
XKdcUsrfmXIA,2019-04-15,25
oePAvHB3Id1i,2019-01-29,20
INC737,2019-03-14,500
WgQQ59UWVs9k,2019-06-29,50
INC774,2019-04-06,500
INC1263,2019-06-21,500
INC992,2019-04-15,250
iK2gchbxawRU,2019-06-20,100
LBrgxoieiKy6,2019-06-17,100
chUN7UXePaIL,2019-05-25,250
UBxY337j9a1W,2019-04-27,100
MG46zTtpLi8P,2019-06-30,250
D735JS4HIZbk,2019-04-08,100
UMu7PyYYrxOc,2019-01-30,200
FtgnmwNUmYVQ,2019-02-08,100
d3rRwMK5TQ9b,2019-06-25,100
INC531,2019-02-04,500
7gvrNdZwRJrY,2019-06-20,100
a4uaT6WO4xzW,2019-01-27,100
P1HBFrXncbHF,2019-06-21,500
Ksnw5Hbaa2LK,2019-06-01,150
INC558,2019-02-25,-500
XGjy8pSnkCxE,2019-06-29,100
dMTePu8TQWyf,2019-06-29,500
INC1330,2019-06-28,120
INC1160,2019-04-17,500
INC1106,2019-05-02,250
INC571,2019-02-22,500
ZDocenrpoRX6,2019-06-29,400
Rfky7b6fNaeC,2019-06-17,200
1uTzdLVinGS9,2019-05-23,500
INC949,2019-04-17,250
INC1002,2019-04-29,500
INC1037,2019-05-07,500
cxtqA4966mlZ,2019-02-19,75
1LS2eYEU9DJu,2019-06-29,20
INC530,2019-01-23,100
N7Nf4H5qZFu2,2019-05-31,250
INC627,2019-03-03,250
INC723,2019-03-14,250
INC739,2019-03-14,200
INC1046,2019-05-08,100
7fH85HSQZpov,2019-06-17,500
mATC4tCqLmcS,2019-06-30,250
7XEF3GSlRylU,2019-03-24,500
psbIZRTAFp3w,2019-03-29,20
INC1219,2019-06-15,500
INC465,2019-01-01,50
INC1301,2019-06-26,500
INC1230,2019-06-11,100
INC1041,2019-05-08,400
INC1312,2019-06-30,25
INC695,2019-03-02,250
INC1019,2019-05-08,100
AejEJrP6UYjL,2019-06-06,100
NhO7KeHujsNO,2019-06-30,50
9wbnGY5jmkwc,2019-06-19,50
kMjq8EOiuWRM,2019-06-21,50
NJp94kDZ2eLe,2019-05-24,500
INC641,2019-03-07,500
INC512,2019-02-10,500
INC639,2019-03-10,100
INC582,2019-02-22,500
INC492,2019-01-02,-500
JwBLezWH7fCd,2019-05-31,150
J8iOBhaIbQiq,2019-06-30,50
INC635,2019-03-08,100
BkXxRd2blXRj,2019-04-06,100
faOvmV1iBcGI,2019-03-04,100
CuKboISjrtF2,2019-05-24,500
INC747,2019-03-14,70
5VnZVMypRYns,2019-05-22,-100
iFAQO2OvbIhK,2019-06-29,100
YFvvXOMlPhB2,2019-06-24,100
2bYrPukdmhJp,2019-03-21,500
AabcHSVbOIjq,2019-06-30,50
INC577,2019-02-22,500
INC1021,2019-05-09,500
INC698,2019-03-14,250
aXApDqo8hJHw,2019-02-06,500
INC1328,2019-06-28,100
9M728viatQ7B,2019-06-21,200
D4HfBGljAhQy,2019-05-31,100
uQ7G3Tyj7Nwe,2019-06-18,500
INC495,2019-01-18,500
INC1234,2019-05-28,100
j168FO66AGm5,2019-06-03,200
INC638,2019-03-05,500
INC972,2019-04-25,100
INC1329,2019-06-26,250
y3m34in2SE6a,2019-04-17,100
BBVzkcBejFl5,2019-06-20,100
INC1162,2019-04-15,500
CnNRKE7ue7Kf,2019-01-07,100
kaUS8Ne7vVv6,2019-05-18,100
KMLATqxs5IX3,2019-06-29,300
nVeq17hATsvb,2019-04-18,50
INC1159,2019-04-14,500
OwXQrgFGXiWO,2019-04-03,500
IUrNmVfKVbYG,2019-06-20,100
INC675,2019-03-17,100
INC808,2019-03-18,450
INC720,2019-03-14,250
FQ9F6PS2Ze5l,2019-06-20,200
INC1004,2019-05-03,250
INC1260,2019-06-17,100
kDgq183ngYCY,2019-06-22,500
BkYiELGEjp5v,2019-06-08,35
lsdLWQ2LJOG7,2019-06-26,50
lzJnW7cSi7F7,2019-06-26,100
